Está satisfeito com a ferramenta DreamShaper?,Sentiu que os vídeos da DreamShaper foram úteis para si?,Os exemplos foram úteis para si?,"Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?",Positivos:Aspecto Visual,Positivos:Navegação na Ferramenta,Positivos:Perguntas,Positivos:Exemplos,Positivos:Vídeos,Positivos:Modelo de Negócios,Positivos:Indicações de Interface,Positivos:Mural de Equipa,Positivos:Gestão de Equipa,Positivos:Gestão de Projectos,Positivos: Acesso a recursos externos,Negativos:Aspecto Visual,Negativos:Navegação na Ferramenta,Negativos:Perguntas,Negativos:Exemplos,Negativos:Vídeos,Negativos:Modelo de Negócios,Negativos:Indicações de Interface,Negativos:Mural de Equipa,Negativos:Gestão de Equipa,Negativos:Gestão de Projectos,Negativos: Acesso a recursos externos,Quanto aprendeu com a DreamShaper?,Está satisfeito com a ferramenta DreamShaper?NumOrig,Está satisfeito com a ferramenta DreamShaper?Num,Quanto aprendeu com a DreamShaper?Encod
Muito Satisfeito,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Bastante,5.0,4.0,4.0
Muito Satisfeito,3,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Bastante,5.0,4.0,4.0
Muito Satisfeito,2,4,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Bastante,5.0,4.0,4.0
Muito Satisfeito,3,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,Bastante,5.0,4.0,4.0
Muito Satisfeito,3,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Bastante,5.0,4.0,4.0
Muito Satisfeito,3,3,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Bastante,5.0,4.0,4.0
Muito insatisfeito,2,4,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,1,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,1,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,1,3,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,3,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,4,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Bastante,1.0,0.8,4.0
Muito insatisfeito,2,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Bastante,1.0,0.8,4.0
Muito insatisfeito,3,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Bastante,1.0,0.8,4.0
Insatisfeito,1,3,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,Bastante,2.0,1.6,4.0
Insatisfeito,3,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Bastante,2.0,1.6,4.0
Insatisfeito,2,4,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Bastante,2.0,1.6,4.0
Insatisfeito,2,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Bastante,2.0,1.6,4.0
Satisfeito,3,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,3,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Alguma coisa,4.0,3.2,3.0
Satisfeito,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Alguma coisa,4.0,3.2,3.0
Satisfeito,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Alguma coisa,4.0,3.2,3.0
